job_title,seniority_level,status,location,industry,ownership,salary,skills,min_salary,max_salary,avg_salary,spark,r,python,scala,machine learning,tensorflow,sql,aws,git,docker,gcp,kubernetes,deep learning,scikit-learn,pytorch,keras,java,pandas,powerbi,tableau,hadoop,azure,airflow,numpy,neural network,matplotlib,database,amazon,scipy,linux,bash,opencv,sklearn,Public,Private,hybrid,on-site,remote,Retail,Manufacturing,Technology,Finance,Education,Healthcare,Energy,Logistics,senior,lead,junior,midlevel
data scientist,senior,remote,"Minneapolis, MN ",Manufacturing,Public,99464 - 165954,"['sql', 'machine learning', 'python']",99464,165954,132709.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
data scientist,senior,on-site,"Titusville, NJ ",Healthcare,Public,112343 - 117823,"['sql', 'machine learning', 'r', 'python']",112343,117823,115083.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
data scientist,senior,on-site,"Arlington, VA",Technology,Private,127867 - 150700,"['pandas', 'powerbi', 'python', 'java', 'sql', 'machine learning', 'tableau']",127867,150700,139283.5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,senior,remote,Fully Remote,Finance,Private,134266,[],134266,0,134266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
data scientist,lead,,"Bengaluru, Karnataka, India",Technology,Public,52746,"['spark', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning', 'hadoop', 'azure']",52746,0,52746.0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
data scientist,lead,on-site,"Charlotte, NC ",Finance,Public,126956 - 198196,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",126956,198196,162576.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
data scientist,senior,remote,Fully Remote,Education,Private,185412 - 228338,[],185412,228338,206875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
data scientist,senior,on-site,"Toronto, Ontario, Canada ",Finance,Public,72611,"['pytorch', 'spark', 'git', 'r', 'python', 'sql', 'machine learning', 'tensorflow']",72611,0,72611.0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
data scientist,senior,on-site,"Findlay, OH ",Energy,Public,95265 - 164221,"['pytorch', 'scikit-learn', 'python', 'machine learning', 'deep learning', 'tensorflow']",95265,164221,129743.0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
data scientist,senior,on-site,"Toronto, Ontario, Canada",Technology,Private,85044,"['airflow', 'spark', 'machine learning', 'python']",85044,0,85044.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,senior,,"San Francisco, CA",Technology,Private,146141 - 210074,[],146141,210074,178107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,lead,,"Bengaluru, Karnataka, India",Technology,Public,10049,"['deep learning', 'machine learning']",10049,0,10049.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
data scientist,,remote,"Remote, US ",Technology,Private,91335 - 109601,[],91335,109601,100468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
data scientist,senior,,"Huntsville, AL ",Technology,Private,125171 - 175240,"['aws', 'git', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'azure']",125171,175240,150205.5,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,senior,,"San Francisco, CA",Education,Private,150707,"['sql', 'machine learning', 'r', 'python']",150707,0,150707.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
data scientist,senior,on-site,"Laurel, MD",Technology,,210071,['python'],210071,0,210071.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
data scientist,lead,on-site,"Richmond, VA ",Technology,Public,112288,"['machine learning', 'python']",112288,0,112288.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
data scientist,lead,hybrid,"Seattle, WA ",Retail,Public,132437,"['r', 'python', 'sql', 'machine learning', 'tableau']",132437,0,132437.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
